archetype,decktype,player,quantity,scryfallId
Aggro,Boros Aggro,Lukas Stalder,1,8c2996d9-3287-4480-8c04-7a378e37e3cf
Aggro,Boros Aggro,Lukas Stalder,1,1716b4dd-9045-462b-b053-72de450a8cde
Aggro,Boros Aggro,Lukas Stalder,1,2487d124-210b-4808-888c-cd0a78aebd90
Aggro,Boros Aggro,Lukas Stalder,1,0f7585c8-9e21-4eef-afc1-2852de23db2f
Aggro,Boros Aggro,Lukas Stalder,1,4e117771-5a8b-4812-b487-32ba34b7f724
Aggro,Boros Aggro,Lukas Stalder,1,89af0f45-c11c-4f13-9950-b1489440ee5b
Aggro,Boros Aggro,Lukas Stalder,1,2be39749-ad6f-4160-99eb-c677eee7f1b2
Aggro,Boros Aggro,Lukas Stalder,1,dcb94950-3f3e-4876-84f8-d5e4d9cfecee
Aggro,Boros Aggro,Lukas Stalder,1,2616aa0e-8413-4e63-877c-bffd5263f552
Aggro,Boros Aggro,Lukas Stalder,1,ce35e6fb-ff54-44c4-a216-7ddd37f46882
Aggro,Boros Aggro,Lukas Stalder,1,b256ddc8-8b12-434c-a610-1a872e948f2f
Aggro,Boros Aggro,Lukas Stalder,1,0d60eabe-b281-4eba-9c26-287364ed2067
Aggro,Boros Aggro,Lukas Stalder,1,63c59228-c742-4abd-b4d7-9f7880190e95
Aggro,Boros Aggro,Lukas Stalder,1,9721f8da-39ed-4ada-a571-61e08a86032b
Aggro,Boros Aggro,Lukas Stalder,1,a76fa8d4-923d-4afc-ba47-ba10fc0fe46e
Aggro,Boros Aggro,Lukas Stalder,1,76c3cad2-1e25-4abe-878d-9194de6fcc27
Aggro,Boros Aggro,Lukas Stalder,1,1daf4348-05c5-4c55-bcf2-c7bec7988bfc
Aggro,Boros Aggro,Lukas Stalder,1,0d08f5e4-d2d3-4659-86d4-a983d80e3b2c
Aggro,Boros Aggro,Lukas Stalder,1,d6ec3293-b09e-4931-ac4e-dc5eac0ca004
Aggro,Boros Aggro,Lukas Stalder,1,cea3b218-0e6e-443a-84f7-380f1021e8e1
Aggro,Boros Aggro,Lukas Stalder,1,8db735ea-f9cf-4e3c-9200-4f180df55baa
Aggro,Boros Aggro,Lukas Stalder,1,21c950d7-b4f6-4902-8c9a-98f2933f9fa5
Aggro,Boros Aggro,Lukas Stalder,1,1e3e8085-cfcd-4e88-b441-4d1f8ac63904
Aggro,Boros Aggro,Lukas Stalder,1,748e6a61-9c1f-4225-9f04-e54002f63ac3
Aggro,Boros Aggro,Lukas Stalder,1,079e6263-e54c-4899-a336-5315909b9322
Aggro,Boros Aggro,Lukas Stalder,1,24c0d87b-0049-4beb-b9cb-6f813b7aa7dc
Aggro,Boros Aggro,Lukas Stalder,1,6cc73d16-5ed7-4104-91f6-0997a2080e2e
Aggro,Boros Aggro,Lukas Stalder,1,df3784d4-80cd-4f78-afb3-d61f3bab5b2c
Control,Orzhov Blink,Myri,1,f33d3948-fe7b-4c3b-ab67-1022623fbb2b
Control,Orzhov Blink,Myri,1,5b8ba842-c662-4686-bca3-93ddb7fa11a6
Control,Orzhov Blink,Myri,1,773199f9-c83b-4a77-8342-9f1552ecf595
Control,Orzhov Blink,Myri,1,5bb3cb5c-8d66-4f5e-a9a9-917e6045f024
Control,Orzhov Blink,Myri,1,0ad38866-fc5f-4f62-89c1-afc0f50765aa
Control,Orzhov Blink,Myri,1,6982a82c-dd32-40d2-8dd2-ec92d0fc6c2d
Control,Orzhov Blink,Myri,1,b34bf7fd-9fe3-43e2-8cfe-7ce7cff08afe
Control,Orzhov Blink,Myri,1,a8069994-b103-40dc-9e14-062004914ec8
Control,Orzhov Blink,Myri,1,b83cfbaa-7890-4f6f-878b-4edb45677371
Control,Orzhov Blink,Myri,1,7d48d622-f397-4f31-b1a5-0c23f60aa71c
Control,Orzhov Blink,Myri,1,7c024bae-5631-4e20-ac69-df392ac9e109
Control,Orzhov Blink,Myri,1,bb9ad57f-cca2-4717-a951-cbe3c7782efe
Control,Orzhov Blink,Myri,1,310a1c46-8331-4a09-9fcb-d942f8102364
Control,Orzhov Blink,Myri,1,eca8d6f8-c6f1-437c-99e2-4281eae14a6f
Control,Orzhov Blink,Myri,1,08f79439-b8f8-418f-9772-26d81844749e
Control,Orzhov Blink,Myri,1,7b54447f-1daf-4352-b5c3-3c0ec8b8f4d0
Control,Orzhov Blink,Myri,1,3b5233ff-03bc-4053-9b49-c4185c2de38d
Control,Orzhov Blink,Myri,1,c3896705-bbd2-4ffb-a590-ee78e0eabdc5
Control,Orzhov Blink,Myri,1,dd16222e-349c-4a2b-a7c8-8eb35a8ab332
Control,Orzhov Blink,Myri,1,17f28b16-da65-41a8-ba4f-f1c5e104aad6
Control,Orzhov Blink,Myri,1,78cef262-c753-4658-b3ec-fec8db47f944
Control,Orzhov Blink,Myri,1,245cdc59-d560-4c10-b721-f51cc312e370
Control,Orzhov Blink,Myri,1,fc310a26-b6a0-4e42-98ab-bdfd7b06cb63
Control,Orzhov Blink,Myri,1,564caf57-4ba5-4993-a35e-945699c94eb7
Control,Orzhov Blink,Myri,1,8a720448-017f-4f4a-9501-678245eaed17
Control,Orzhov Blink,Myri,1,69c1b656-1d67-499c-bf0f-417682a86c7d
Control,Orzhov Blink,Myri,1,ed0216a0-c5c9-4a99-b869-53e4d0256326
Control,Orzhov Blink,Myri,1,a2c56479-4bee-4edb-80d7-4af010b7c793
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,6aa5cc65-f8f1-4f6f-8b4e-2fedccbda684
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,5ad36fb2-c44e-4085-ba0d-54277841ad3a
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,b50e1800-a45c-43bd-8886-8a06145d9346
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,2b20d3e1-62ef-44db-8109-a33d4fa3e7f1
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,cc520518-2063-4b57-a0d4-10cf62a7175e
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,b6cb2549-e485-44d6-9d65-7605c568909e
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,b5aaaee0-9a61-45df-821e-cce516f8de6a
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,bf220c06-3cce-4bdd-aa58-83940c223e9c
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,16448d95-ee21-4def-b880-26f6f159c213
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,a50d79fe-6d37-42f3-b7b0-0c3018282fa2
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,25b0b816-0583-44aa-9dc5-f3ff48993a51
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,b3dd3c7d-4685-4579-b483-14ddaaaddf5b
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,2398892d-28e9-4009-81ec-0d544af79d2b
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,99ff731b-8399-40c8-b539-ba6ba5783771
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,15c34f32-49d9-4a0d-83b2-28172f54fdd1
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,f61693a2-7042-44e0-85ba-9bf12ab94e7e
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,b277752b-430a-4f09-8a98-b72f813dd52e
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,f1b8413f-c9fc-4cea-b416-a1fcf651b009
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,24da9431-7e52-44f5-bc18-2f2d8a4ca81e
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,d0e3e7b3-7ba9-47a2-b46c-a40bffb445e2
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,8870ef0b-cb1f-463b-8509-fece4743d3d4
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,05bd329b-5707-42fc-af1c-084cc604e805
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,b841bfa8-7c17-4df2-8466-780ab9a4a53a
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,671c008a-8ff8-42d7-9e03-6d8a9ddace67
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,5de097e5-e960-4404-a370-defe93ce892f
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,327cf118-cc92-4073-85d0-94d2a0a6989a
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,6efb6a69-562c-4d95-858d-b067444cfd7e
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,ee8e9928-d9b2-4570-adb8-44b34115decd
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,01006833-6007-4c16-9ebb-20d31c60a57a
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,44afd414-cc69-4888-ba12-7ea87e60b1f7
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,f9246b68-580f-4f53-883d-7900880e4b0d
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,26d40e03-6de4-4373-9fbf-04c1dd79e995
Aggro-Combo,Greenbased Aggro-Combo,Mäxu,1,d9482aab-6ddf-48e1-84fa-b13d5ff81e69
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,e41cf82d-3213-47ce-a015-6e51a8b07e4f
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,985453e7-997e-4d77-a338-cc0290791ebe
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,995486ce-58bb-4753-a812-0ca73ef1a235
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,784287c2-43c5-4210-93ae-cdd33b9acb1b
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,05690d52-06c4-40b1-8360-380418a83250
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,71384418-173a-4f77-adab-56e52fa23692
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,01794178-cf41-454c-ac37-1d8b18e42db2
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,c2089ec9-0665-448f-bfe9-d181de127814
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,5eccf31d-869d-4003-a92b-71b4f4b479ee
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,de0e01e4-e143-47fd-8565-7b48219bb546
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,3462a3d0-5552-49fa-9eb7-100960c55891
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,5260f8ae-805b-4eae-badf-62de0f768867
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,400382a4-aea2-4827-b06a-1b0b3745908b
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,d7a8cc1d-aabb-4eb6-b0f1-6c93ec246f61
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,96c5607b-55fe-43c2-93fe-0084d84499d9
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,641b21e1-9188-4bc3-96e8-cda2acbc5ed5
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,98e7bf8f-dba7-4005-8cee-634c9153931d
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,113f48b9-a972-4e2c-af95-05ab078e01f2
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,da13a060-36ee-41e9-bab1-af8ddcc893b8
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,94c6fdd8-21e7-48ae-aa05-a3666b928c1a
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,229a0d4a-3777-451d-a2fb-f1a2fdf8019f
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,53d4fd57-74b6-42c7-88b1-110e5a8dfc3c
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,d40b65c1-b24d-492d-81b9-d8474ebdc08c
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,19d6834d-afa3-4747-a62d-0654f4d9729f
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,b7f16fdf-a3f5-462d-a64a-789d893b6ef5
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,01c6f877-6b00-4d57-8a88-36cd3b16edbc
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,f3405184-dcda-4bb6-ade6-c2a87bc3296d
Control-Aggro (Midrange),Simic Midrange,Noe T.,1,bd8fa327-dd41-4737-8f19-2cf5eb1f7cdd
Control,Grixis Control,Thomas,1,139b90cd-8272-457a-be32-1298145345be
Control,Grixis Control,Thomas,1,68924203-c3d9-41ce-8ca8-c6dd491eb3ca
Control,Grixis Control,Thomas,1,777fcc21-2856-4181-8ecd-c272f9769e36
Control,Grixis Control,Thomas,1,2b5801fb-2026-4f25-98bc-ebb2f99684b9
Control,Grixis Control,Thomas,1,06cb1bd6-73e0-4104-b344-4bc52d7dcedf
Control,Grixis Control,Thomas,1,1e2fee55-227b-4373-a3f7-b463f220033f
Control,Grixis Control,Thomas,1,d2e27911-87cb-49a0-a34f-6afe4bddd592
Control,Grixis Control,Thomas,1,02138fbb-3962-4348-8d31-faaefba0b8b2
Control,Grixis Control,Thomas,1,672b9b16-daef-44e6-9a3a-cfd9f3c78bc7
Control,Grixis Control,Thomas,1,9e7fb3c0-5159-4d1f-8490-ce4c9a60f567
Control,Grixis Control,Thomas,1,1ac01fff-4de6-4783-9489-4127e25bc641
Control,Grixis Control,Thomas,1,162e81d3-6cd4-4cb8-8ed8-cfbd8d34ca71
Control,Grixis Control,Thomas,1,4d9dbadd-c1b6-44fe-92ac-6f69d7178342
